# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 37.1314 -311852 -257.101 163264 72.9867 72.9996 35.383 120 -2.91004 -505.164 -263.231 1040.65 -2653.34 -864.612
50 37.395 -311852 -398.181 163293 72.9939 73.0005 35.3855 120 -418.336 -771.802 -4.4052 764.934 -2424.48 -1001.95
100 37.1848 -311851 -281.378 163276 72.9921 72.9922 35.3866 120 -770.819 -157.045 83.729 782.855 -2375.74 -725.13
150 37.526 -311853 197.578 163239 72.9819 72.985 35.387 120 254.608 380.203 -42.077 871.331 -2759.86 -462.787
200 37.1259 -311852 -227.391 163222 72.9739 72.9848 35.3874 120 -1.94114 -223.634 -456.598 911.77 -2750.61 -658.216
250 36.8803 -311853 364.643 163208 72.9685 72.9858 35.3865 120 217.451 538.128 338.35 772.217 -2585.59 -689.168
300 36.9833 -311853 373.696 163228 72.9685 72.9938 35.3869 120 612.009 384.306 124.773 940.372 -2799.32 -923.61
350 36.688 -311853 -331.14 163270 72.9751 73.0046 35.3876 120 34.3346 -712.065 -315.688 1206.1 -2795.25 -697.301
400 36.5797 -311853 -217.906 163287 72.9811 73.0067 35.3875 120 -291.085 -438.013 75.3822 1103.19 -2862.78 -669.648
450 36.6138 -311853 154.14 163270 72.9814 73.0005 35.3865 120 454.441 -204.969 212.948 1164.19 -2829.81 -488.301
500 36.9331 -311853 -12.9604 163259 72.9843 72.9906 35.3875 120 172.561 154.777 -366.219 1000.98 -2716.86 -816.489
550 36.7184 -311852 -79.0355 163255 72.9897 72.9824 35.3879 120 -547.756 588.508 -277.859 536.048 -2380.07 -503.774
600 37.1119 -311852 120.527 163244 72.9903 72.9804 35.3864 120 8.56393 534.467 -181.451 990.02 -2898.68 -483.857
650 36.8003 -311851 238.8 163236 72.989 72.9843 35.3833 120 42.544 317.793 356.064 859.369 -2560.58 -641.415
700 37.4852 -311852 278.106 163239 72.9885 72.9893 35.3817 120 144.299 319.753 370.264 673.197 -2610.01 -547.559
750 37.5703 -311852 177.084 163248 72.9875 72.9936 35.3821 120 21.2276 112.953 397.073 914.11 -2537.39 -851.602
800 37.2778 -311853 -20.2934 163256 72.9858 72.9963 35.3835 120 -239.684 101.924 76.8798 811.158 -2338.98 -611.472
850 37.141 -311853 126.134 163263 72.9827 72.998 35.3856 120 272.944 -246.153 351.61 984.731 -2852.47 -527.101
900 36.8258 -311853 -427.209 163269 72.9817 72.9959 35.3885 120 -395.422 -434.331 -451.876 680.037 -2554.09 -300.975
950 36.7368 -311853 -187.391 163249 72.9782 72.9891 35.389 120 -423.195 -99.7164 -39.2616 814.837 -2792.02 -443.32
1000 36.814 -311853 451.646 163220 72.9721 72.983 35.3886 120 165.791 750.01 439.137 1065.52 -2503.29 -763.946
1050 36.749 -311852 30.2983 163226 72.9697 72.9865 35.3894 120 626.066 155.367 -690.539 657.694 -2840.69 -539.407
1100 36.8434 -311853 -38.4645 163244 72.9747 72.9925 35.3881 120 18.8528 -154.874 20.6282 637.084 -2769.42 -510.745
1150 37.0019 -311853 21.7514 163261 72.9798 72.998 35.3865 120 -31.1482 62.5019 33.9006 894.566 -2770.16 -684.205
1200 36.8271 -311852 -277.663 163278 72.9836 73.0042 35.3854 120 -266.638 -695.229 128.88 1098.03 -2406.25 -362.714
1250 37.0954 -311852 -226.584 163276 72.9841 73.0038 35.385 120 -150.202 -379.494 -150.056 1199.16 -2562.36 -613.122
1300 37.2861 -311852 -92.5869 163262 72.9841 72.9992 35.384 120 -155.106 12.8133 -135.468 986.863 -2452.69 -570.151
1350 37.3406 -311852 290.871 163241 72.9827 72.9947 35.3825 120 -92.6668 424.421 540.857 924.167 -2409.13 -725.579
1400 37.4429 -311853 73.6932 163234 72.9799 72.9921 35.3835 120 168.912 -75.8958 128.063 931.298 -2663.04 -552.202
1450 37.0302 -311853 147.706 163229 72.9785 72.9874 35.3853 120 95.4426 43.3374 304.339 903.857 -2189.41 -833.729
1500 36.5809 -311852 387.167 163231 72.9779 72.9843 35.3876 120 40.4729 625.826 495.204 883.902 -2851.53 -594.512
1550 37.0363 -311853 37.8197 163250 72.9767 72.9866 35.3911 120 -54.0817 193.969 -26.4283 1172.53 -2620.5 -662.871
1600 36.5447 -311852 40.4551 163261 72.9741 72.9899 35.3932 120 219.463 216.209 -314.306 1040.52 -2976.16 -522.424
1650 36.7606 -311853 33.7405 163260 72.973 72.9933 35.3918 120 201.507 153.384 -253.67 819.392 -2405.58 -860.748
1700 36.958 -311854 -33.4189 163257 72.9744 72.9975 35.3886 120 224.759 -317.501 -7.51548 1046.84 -2758.07 -695.124
1750 36.9116 -311853 -98.0623 163251 72.9768 73.0012 35.3843 120 -336.275 -6.43704 48.5255 663.904 -2795.95 -637.088
1800 36.6842 -311852 300.471 163239 72.9763 73.0044 35.3804 120 456.369 -5.44519 450.49 1155.17 -2634.87 -381.247
1850 37.2147 -311853 -51.4242 163247 72.9797 73.0064 35.3795 120 265.93 -613.931 193.729 910.426 -2580.21 -808.972
1900 37.232 -311852 -108.791 163258 72.9863 73.0034 35.3802 120 -203.69 -224.363 101.679 927.547 -2691.89 -571.602
1950 37.5416 -311853 24.6432 163267 72.9913 72.9979 35.3823 120 -82.955 -42.2153 199.1 864.791 -2601.57 -971.342
2000 37.2322 -311852 -103.028 163267 72.993 72.9911 35.3848 120 -263.031 113.213 -159.266 891.031 -2525.43 -522.73
2050 37.0911 -311852 -87.0444 163258 72.9898 72.9866 35.3866 120 -517.754 34.0218 222.599 827.986 -2585.57 -803.267
2100 37.0656 -311852 266.732 163245 72.9807 72.9833 35.3897 120 180.894 226.255 393.049 806.96 -2945.57 -666.163
2150 37.2166 -311854 -167.694 163238 72.9729 72.9812 35.393 120 168.156 -144.07 -527.169 732.921 -2548.01 -676.014
2200 36.9879 -311853 469.796 163235 72.9714 72.9801 35.3937 120 662.283 715.58 31.5257 626.936 -2754.26 -541.69
