# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 30.5949 -311871 -12.2186 163302 73.0012 72.9481 35.4093 120 75.5561 287.653 -399.865 -396.474 -2948.27 21.6838
50 30.2407 -311872 166.511 163302 72.9995 72.9514 35.4085 120 462.318 52.6186 -15.4036 -298.935 -2688.7 -95.9057
100 29.9556 -311871 -67.1626 163310 73.0022 72.9565 35.4064 120 -25.768 -85.8916 -89.8282 -175.522 -2971.51 82.7231
150 30.159 -311872 -91.3686 163303 73.0036 72.9589 35.4031 120 -87.5529 -188.963 2.41007 -194.933 -2895.25 -284.694
200 30.371 -311871 332.564 163292 73.0029 72.9588 35.4011 120 -259.929 454.149 803.472 -405.584 -3334.68 -71.9169
250 30.6821 -311870 34.304 163304 72.9992 72.9622 35.4039 120 198.345 130.625 -226.057 -141.391 -2850 -194.906
300 30.9171 -311869 -60.1128 163324 72.9983 72.9666 35.4064 120 286.718 -341.223 -125.834 210.209 -2961.48 -39.473
350 31.1481 -311868 -496.659 163327 73.0003 72.9666 35.4062 120 -372.084 -747.464 -370.428 34.3556 -2847.37 104.368
400 32.1035 -311868 -69.2682 163295 72.9996 72.9581 35.4037 120 -403.476 -66.7747 262.446 -478.82 -3124.28 -93.6433
450 32.1481 -311868 420.177 163272 72.9964 72.9511 35.4036 120 353.013 450.811 456.707 -366.733 -2524.01 -152.241
500 31.877 -311868 83.7732 163282 72.9971 72.9503 35.4058 120 227.45 200.168 -176.298 -50.0397 -3056.45 102.926
550 31.4403 -311869 148.016 163293 73.0014 72.9501 35.4062 120 40.7511 463.869 -60.5719 -316.791 -2755.17 1.25441
600 31.0827 -311870 -384.097 163319 73.0076 72.9554 35.4063 120 -470.795 -452.854 -228.642 -331.884 -3033.62 -208.817
650 30.6885 -311871 -375.963 163319 73.0091 72.9569 35.4048 120 -197.678 -606.532 -323.68 -318.437 -2891.92 207.721
700 30.1388 -311871 260.236 163287 73.0062 72.9523 35.4015 120 322.437 295.975 162.297 -306.911 -3223.07 -120.206
750 29.9243 -311872 372.969 163283 73.0061 72.9525 35.4006 120 304.763 170.353 643.791 -217.11 -2754.46 -27.2456
800 30.6391 -311873 -134.202 163306 73.0076 72.9542 35.4041 120 -396.585 -98.6182 92.5959 -317.115 -2827.89 -15.561
850 30.4727 -311872 -300.659 163314 73.0046 72.9537 35.4076 120 -296.952 -26.8689 -578.156 -437.133 -2938.59 -243.908
900 30.7054 -311871 -95.0122 163297 72.9995 72.9515 35.4074 120 72.4491 85.9525 -443.438 8.13004 -3240.98 228.573
